S.No,Unique ID,Stretch,Scheme,Package,SPV/Company,Company CIN,Developer,Developer CIN,State,Mode,Project Status,NH/SH,NH/SH No,Phase,Lane,Stretch (Kms),Lane Kilometer,RFP,RFQ,Letter Of Award,Concession Period (Years),Construction Period (Months),Concession Agreement Signed,Financial Closure,Construction Commencement,Scheduled Project Completion,Anticipated Completion,Provisional Commercial Operation Date,Actual Completion,Basis Of Award,Annuity (Rs.Cr),Grant (Rs.Cr),Negative Grant (Rs.Cr),Project Cost (Rs.Cr),Revised Project Cost (Rs.Cr),Dev Cost (Rs.Cr),Equity (Rs.Cr),Long Term Loan (Rs.Cr),Debt (Rs.Cr),Incremental Cost (Rs.Cr),TPC per km (Rs.Cr),Time Overrun (Months),Independent Engineer,Other members,Remarks,Project Name
331,N/09041/01001/TN,Salem - Ulundurpet,NHDP,,SU Toll Road Pvt Ltd,U74999MH2007PTC169145,Reliance Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,68,III A,4,136.36,545.44,Dec-2005,,Mar-2007,25,36,Jul-2007,Jul-2007,Jan-2008,Jan-2011,Feb-2013,,Aug-2013,Grant,0.00,366.05,0.00,941.00,0.00,1061.32,212.26,636.80,849.06,120.32,6.90,31,"SA Infrastructure Consultant Pvt Ltd,Quest Engineers and Consultants Pvt Ltd",,"Design (km 0.313 - km 136.670);
PCOD - July 2012;",Salem - Ulundurpet section from km 0.313 to km 136.670 of NH-68
332,N/08019/04001/TN,Sattanathapuram - Nagapattinam ,Bharatmala Pariyojana,,Welspun Sattanathapuram Nagapattinam Road Pvt Ltd,U45500DL2018PTC338889,Welspun Enterprises Ltd,,"Tamil Nadu,Puducherry",PPP HAM,Under implementation,National Highway,32,Bharatmala Pariyojana (NHDP IV),4,55.755,223.02,Apr-2018,,Jul-2018,17,24,Dec-2018,,Oct-2020,Oct-2022,Oct-2025,,,,0.00,0.00,0.00,2005.00,1975.80,0.00,0.00,0.00,101.00,,35.44,29,LN Malviya Infra Projects Pvt. Ltd.,,"Design (123.800 - Km 179.555)
",Sattanathapuram - Nagapattinam 
333,N/08045/02001/TN,Sethiyathopu - Cholapuram,NHDP,Package - 2,Patel Sethiyahopu Cholopuram Highway Pvt Ltd,U45309GJ2017PTC099497,Patel Infrastructure Ltd,,Tamil Nadu,PPP HAM,Under implementation,National Highway,45 C,IV,4,50.48,201.92,Feb-2017,,Sep-2017,17,24,Nov-2017,Apr-2018,Aug-2018,Aug-2020,Nov-2024,,,Annuity,0.00,0.00,0.00,1461.00,1784.83,0.00,0.00,0.00,701.28,,35.36,55,Theme Engineering Services Pvt. Ltd.,,"Design (km 65.960 - km 116.440);
",Sethiyathopu - Cholapuram (Package - II)
334,N/02003/04001/KA,Silk Board - TN Border (Hosur),NHDP,Elevated Highway,Bangalore Elevated Tollway Pvt Ltd,U45200MH2005PTC296646,Soma Enterprise Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,7,III,4,9.98,39.92,Mar-2005,,Nov-2005,20,24,Jan-2006,,Jul-2006,Jul-2008,Apr-2010,,Apr-2010,Negative Grant,0.00,0.00,16.00,450.00,0.00,450.00,420.36,0.00,570.00,0.00,45.09,21,Theme Engineering Services Pvt. Ltd.,NCC- Consortium,PCOD APRIL 2011;,Silk Board Junction (Bangalore) to TN Border (Hosur)
335,,Sira Bypass,,,,,Montecarlo Ltd,U40300GJ1995PLC025082,Karnataka,EPC,Completed,National Highway,,I,4,5.8,23.2,,,Jul-2000,,,,,Jul-2002,,,,,,0.00,0.00,0.00,159.33,0.00,0.00,0.00,0.00,0.00,,27.47,,Span Consultant Pvt. Ltd.,,,Sira Bypass
336,,Sira - Tumkur,,Golden Quadrilateral,,,L&T Infrastructure Development Projects Ltd,U65993TN2001PLC046691,Karnataka,EPC,Completed,National Highway,4,I,4,41.4,165.6,,,,,,,,,Apr-2008,Jan-2005,,,,0.00,0.00,0.00,110.00,0.00,0.00,0.00,0.00,0.00,,2.66,,SNC - Lavalin Int`l - Aarvee Associates Architects Engineers And Consultants Pvt Ltd (JV),,,Sira - Tumkur
337,N/04041/01004/AP,Odulapalle - Nallacheruvupalli,Bharatmala Pariyojana,Bengaluru Vijayawada Economic Corridor (Package - 4),Bengaluru - Vijayawada Expressway Package - 4 Ltd,U42101MP2023PLC065254,Dilip Buildcon Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,544 G,Phase - 1,6,24.3,145.8,Sep-2022,,Jan-2023,17,24,Apr-2023,,Feb-2024,Feb-2026,Feb-2026,,,,0.00,365.38,0.00,774.10,1058.90,0.00,0.00,0.00,380.00,,43.58,NA,"Chaitanya Projects Consultancy Pvt. Ltd.,FP India Project Management Consultancy Services Pvt. Ltd. In association with Shree Bhawani Consultancy Service Pvt. Ltd.",,Design (Km 72.000 - Km 96.300);,Six-Lane Access Controlled Greenfield Highway from Odulapalle (Ch. 72+000) to Nallacheruvu palli (Ch. 96+300) of Bengaluru – Vijayawada Economic Corridor on HAM Mode under Bharatmala Pariyojana Phase-I in the State of Andhra Pradesh (Package-4)
338,N/02002/12001/KA,Belgaum - Dharwad,NHDP,,Ashoka Belgaum Dharwad Tollway Ltd,U45400DL2010PLC203859,Ashoka Buildcon Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,4,V,6,79.36,476.16,,,May-2010,30,30,Jun-2010,,May-2011,Nov-2013,Feb-2020,,Feb-2020,Negative Grant,0.00,0.00,31.00,480.00,0.00,637.50,3.59,0.00,450.73,157.50,6.05,75,Grontmij Carl Bro - Unihorn India Pvt Ltd,,"Design (km 433.00 - km 515.000);
PCOD - June 2015;",Six laning of Belgaum - Dharwad section of NH-4 from km 433.00 to km 515.00 
339,N/02004/23002/AP,Kalaparru - Chinna Avutupalli,Bharatmala Pariyojana,,,,Lakshmi Infrastructure & Developers India Pvt Ltd,U45209AP2014PTC095662,Andhra Pradesh,EPC,Completed,National Highway,16,Phase - 1,6,27.4,164.4,Oct-2018,,Jan-2019,5.5,18,Jan-2019,,Feb-2019,Aug-2020,Mar-2022,,Mar-2022,,0.00,0.00,0.00,512.43,0.00,670.77,0.00,0.00,0.00,158.34,18.70,19,SA Infrastructure Consultants Pvt. Ltd.,,"Design (km 1050.680 - km 1076.480 & km 0.000 - km 6.720);
PCOD - January 2022;","Six-Laning of existing 4- lane road from Kalaparru (Design km 1050.680) to Chinna Avutupalli (Design km 1076.480) of NH-5 (New NH-16) including 6 lane Hanuman Junction bypass from (Existing Km 1055.680 to km 1060.800)(Design Ch. 0.000 to Ch.6.720), (Total Design Length – 27.400km) in the State of Andhra Pradesh under NHDP Phase- V under Bharatmala Pariyojana on EPC mode"
340,N/02002/14001/KA,Hubli - Haveri,NHDP,,Monte Carlo Hubli Haveri Highway Pvt Ltd,U45309GJ2017PTC096675,Montecarlo Construction Pvt Ltd,,Karnataka,PPP HAM,Completed,National Highway,48,V,6,63.4,380.4,Oct-2016,,Mar-2017,17,24,Jun-2017,,Feb-2018,Feb-2020,Oct-2023,Sep-2020,Apr-2022,Grant,0.00,0.00,0.00,1200.00,1521.26,0.00,0.00,0.00,422.75,,23.99,26,LN Malviya Infra Projects Pvt. Ltd. in association with Intratech Civil Solutions & Consultant,,Design (km 340.000 - Km 403.400);,Six laning of Haveri (Km 340) to Hubli (Km 403.400) section ofNH4 in Karnataka
341,N/04002/12001/KL,Vengalam Jn - Ramanattukara Jn ,Bharatmala Pariyojana,Kozhikode Bypass,Drone Acharya Services Pvt Ltd,U74999TG2022PTC163507,KMC Constructions Ltd,,Kerala,PPP HAM,Shelved,National Highway,66,Phase - 1,6,28.4,170.4,Apr-2017,,Feb-2018,,30,Apr-2018,,Apr-2018,Apr-2020,Mar-2025,,,,0.00,0.00,0.00,1710.00,1424.77,0.00,0.00,0.00,0.00,,50.17,,SA Infrastructure Consultants Pvt Ltd,,Design (km 230.400 - km 258.800);,Six laning of Kozhikode bypass (Calicut bypass) (i.e. Vengalam junction to Ramanattukara) section of NH-17 (new NH-66) from design chainage km 230.400 to design chainage km 258.800 (total length 28.40 km) in the State of Kerala under NHDP Phase-III on Hybrid Annuity Mode
342,N/04031/02001/KA,Nidagatta - Mysore,Bharatmala Pariyojana,[Bengaluru - Mysuru Expressway] (Package - 2),DBL Nidagatta Mysore Highways Pvt Ltd,U45309MP2018PTC045485,Dilip Buildcon Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,275,Phase - 1,6,61.104,366.624,Feb-2017,,Feb-2018,17.5,30,Apr-2018,Apr-2019,Dec-2019,Jun-2022,Mar-2023,Mar-2023,,,0.00,0.00,0.00,2283.50,2919.80,0.00,0.00,0.00,786.00,,47.78,,LN Malviya Infra Projects Pvt. Ltd.,,"Design (74.200 km to 135.304 km);
PCOD - March 2023.",Six laning of Nidagatta- Mysore Section of NH- 275 from km 74.20 to km 135.304 in the State of Kamataka on Hybrid Annuity Mode (Package II)
343,N/04002/18001/KL,Paravoor - Kottankulangara,Bharatmala Pariyojana,,,,SEW Infrastructure Ltd,U45200TG1983PLC003796,Kerala,EPC,Under implementation,National Highway,66,,6,37.5,225,Jan-2021,,Mar-2022,7.5,30,Jun-2022,,Aug-2022,Feb-2025,Dec-2025,,,,0.00,0.00,0.00,1152.00,3273.61,0.00,0.00,0.00,0.00,,87.30,,,,Design (km 417.000 - km 454.500);,"Six Laning of Paravoor (Design Ch. 417.000) – Kottunkulangara (Design Ch.454.500) section of New NH-66 (Old NH-47) in the State of Kerala on EPC Mode under Bharatmala Pariyojana on Engineering, Procurement & Construction (EPC) Mode."
344,N/04002/13001/KL,Ramanattukara Junction - Valanchery bypass ,Bharatmala Pariyojana,,KNR Ramanattukara Infra Pvt Ltd,U45203TG2021PTC150950,KNR Constructions Ltd,,Kerala,PPP HAM,Under implementation,National Highway,66,phase - I,6,39.682,238.092,Oct-2020,,Mar-2021,17.5,30,Jun-2021,Nov-2021,Jan-2022,Jul-2024,Mar-2025,,,,0.00,1025.00,0.00,2116.00,4265.42,2367.50,225.00,900.00,900.00,251.50,107.49,8,Highway Engineering Consultant,,Design (km 258.818 - km 298.500);,Six Laning of Ramanattukara Junction to start of Valanchery bypass section of NH – 66 (old NH-17) from Design Ch. 258+818 (Ex. km 27.840 of Kozhikode bypass) to Design Chainage 298+500 (Ex. km 304.250) on Hybrid Annuity Mode under Bharatmala Pariyojana in the state of Kerala
345,N/04002/17001/KL,Thuravoor Thekku - Paravoor,Bharatmala Pariyojana,,,,KCC Buildcon Pvt Ltd,U45400DL2009PTC194194,Kerala,EPC,Under implementation,National Highway,66,Phase - 1,6,37.9,227.4,May-2021,,Nov-2021,7.5,30,Jan-2022,,Mar-2022,Sep-2024,Sep-2024,,,,0.00,0.00,0.00,1248.08,2878.97,0.00,0.00,0.00,0.00,,75.96,6,"ISAN Corporation in JV with Chaitanya Projects Consultancy Pvt Ltd,INFRAILLUMINATIONS LLP (JV)",,Design (km 378.612 - km 417.000);,Six Laning of Thuravoor (Design Ch. 378.612) - Paravoor (Design Ch. 417.000) section of New NH- 66 (Old NH-47) in the State of Kerala on EPC Mode under Bharatmala Pariyojana.
346,,Solapur - Bijapur,,,Solapur Bijapur Tollway Pvt Ltd,U45203GJ2012PTC069967,Sadbhav Engineering Ltd,,"Maharashtra,Karnataka",PPP BOT - Toll,Shelved,National Highway,13,III B,4,110.54,442.16,,,Mar-2012,20,30,,May-2012,,Jul-2017,,,,Negative Grant,0.00,0.00,75.60,923.04,0.00,1257.10,0.00,0.00,0.00,334.06,8.35,,,,Design (km 0.000 - km 110.542);,Solapur - Bijapur
347,,Sriperumbudur - Maduravoyal,Bharatmala Pariyojana,Bangalore - Chennai Expressway (Phase - 4),,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,48,,6,22.6,135.6,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,"Design (km 262.00 - km 284.600);
Taken care of State PWD;",Sriperumbudur - Maduravoyal Section [Bangalore - Chennai Expressway] (Phase - 4)
348,"N/04022/02001/TN	",Tambaram - Tindivanam,Bharatmala Pariyojana,,GMR Tambaram Tindivanam Expressways Ltd,U45203MH2001PLC339335,GMR Infrastructure Ltd,,Tamil Nadu,PPP BOT - Annuity,Completed,National Highway,32,I,4,93,372,May-2001,,Aug-2001,17.5,30,Oct-2001,Apr-2002,May-2002,Nov-2004,,,Jan-2005,Annuity,41.85,0.00,0.00,375.00,0.00,396.75,0.00,0.00,214.23,21.75,4.03,2,Malviya Infra Projects Private Limited,,Design (km 28.000 - km 121.000);,Tambaram - Tindivanam
349,,Thalappadi - Vallapatnam,,,Transstroy Karnataka - Kerala - Kannur Tollways Pvt  Ltd,U45203TG2010PTC068974,Transstroy (India) Ltd,,Kerala,PPP BOT - Toll,Shelved,National Highway,17,III,4,126.6,506.4,,,May-2010,30,30,,,,,,,,Grant,0.00,112.00,0.00,1157.00,0.00,0.00,0.00,0.00,0.00,,9.14,,"CDM Smith, Wilbur Smith Associates",,Design (km 17.200 - km 148.400);,Thalappadi (Karnataka/Kerala Border) - Vallapatnam (Kannur)
350,N/04002/10001/KL,Thalassery - Mahe Bypass Section,Bharatmala Pariyojana,,,,GHV (India) Pvt Ltd,U45202MH2009PTC196564,Kerala,EPC,Completed,National Highway,66,Phase - 1,4,18.6,74.4,,,Oct-2017,4,30,Oct-2017,,Dec-2017,May-2020,Oct-2024,,Mar-2024,,0.00,0.00,0.00,883.96,1181.00,0.00,0.00,0.00,0.00,,63.49,46,Feedback Infra Pvt Ltd,EKK Infrastructure Pvt Ltd (JV),Design (km 170.600 - km 189.200);,Thalassery Mahe Bypass (Km 170.600 to Km 189.200) of NH-17 (New NH-66) in Kerala
351,N/09056/01001/TS,Thanamcherala - Jamandlapally,NH (O),,,,,,Telangana,EPC,Completed,National Highway,365,,2,48,96,,,Feb-2014,,,Feb-2014,,Mar-2014,Feb-2023,Dec-2024,Jan-2016,,,0.00,0.00,0.00,177.18,0.00,177.18,0.00,0.00,0.00,0.00,3.69,,"SATRA Service and Solution Pvt. Ltd,Feedback Infra Pvt Ltd.",,Design (km 72.600 - km 121.000);,Thanamcherala - Jamandlapally
352,N/05020/03001/TN,Thanjavur - Pudukottai,NHDP ,,,,Gayatri Projects Ltd,U74999TG1989PLC010461,Tamil Nadu,EPC,Completed,National Highway,226,IV,2(PS),55.22,,,,Sep-2014,,24,Sep-2014,,Nov-2014,Nov-2016,Mar-2019,Feb-2017,Sep-2017,,0.00,0.00,0.00,158.92,0.00,284.23,0.00,0.00,0.00,125.31,2.88,10,"Bloom Companies LLC,JRConsultancy Services Pvt Ltd (JV)",,"Design (km 0.000 - km 55.280);
PCOD - February 2017;",Thanjavur - Pudukkottai section of NH 226 from Km.0/000 toKm.55/228
353,,Thanjavur - Trichy,,,Trichy - Thanjavur Expressways Ltd,U45200TG2006PLC049815,Transstroy (India) Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,67,III A,4,55.75,223,Dec-2005,,Feb-2006,20,30,Jun-2006,Dec-2006,Dec-2006,Jun-2009,,,May-2011,Grant,0.00,78.44,0.00,280.00,0.00,390.00,64.65,261.00,225.89,110.00,5.02,23,Louis Berger Group Inc.,,"Design (km 80.00 - km 136.490);
",Thanjavur - Trichy
354,,Thekkada - Vizhinjam,Bharatmala Pariyojana,Outer Ring Road (Package - 2),,,,,Kerala,PPP HAM,Under Bidding,National Highway,866,,4,33.9,135.6,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 28.800 - km 62.700);,Thekkada - Vizhinjam Section [Outer Ring Road] (Package - 2)
355,N/02010/01001/TS,Farukhanagar - Kothakata,NHDP,NS-2 / AP-3,Jadcherla Expressways Pvt  Ltd,U45200TG2005PTC096719,GMR Infrastructure Ltd,,Telangana,PPP BOT - Toll,Provisionally Completed,National Highway,7,,4,58,232,,,Sep-2005,20,24,Feb-2006,Aug-2006,Aug-2006,Feb-2009,Jan-2025,Feb-2002,,Negative Grant,0.00,0.00,82.70,255.00,0.00,520.55,0.00,0.00,353.48,265.55,4.40,,Aarvee Associates Architects Engineers & Consultants Pvt. Ltd,,Design (km 80.050 - km 135.470);,Thondupally - Jadcherla
356,,Thrissur - Edapally,Bharatmala Pariyojana,,,,,,Kerala,PPP HAM,Under Bidding,National Highway,544,Phase 1,,64.9,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Thrissur - Edapally
357,,Thuvakudi - Palpannai,,,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,83,,6,15.415,92.49,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,"Design (km 121.100 - km 136.515);
DPR processed by MSV International Inc;",Thuvakudi - Palpannai
358,N/04022/03001/TN,Tindivanam - Ulundurpet,OTHERS,Package 6 - A,Ulundurpet Expressways Pvt  Ltd,U45203MH2006PTC265580,GMR Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,45,II,4,71.5,286,Jan-2006,,Feb-2006,20,30,Apr-2006,,Oct-2006,Apr-2009,,,Jan-2010,Negative Grant,0.00,0.00,152.10,534.72,0.00,1241.23,198.26,0.00,596.24,706.51,7.48,9,"Bloom Companies LLC, USA",GMR Energy Ltd,"Design (km 121.00 - km 192.25);
PCOD was achieved by July, 2009;",Tindivanam - Ulundurpet from km 121.00 to km 193.90
359,,Tirupati - Tiruthani - Chennai,Bharatmala Pariyojana,,Transstroy Tirupathi - Tiruthani - Chennai Tollways Pvt Ltd,U45203TG2010PTC068672,Transstroy (India) Ltd,,"Andhra Pradesh,Tamil Nadu",PPP BOT - Toll,Under implementation,National Highway,205,Phase - I,4,124.7,498.8,,,Apr-2010,30,30,Jul-2010,Dec-2010,Apr-2011,Oct-2013,Dec-2017,,Oct-2013,Grant,0.00,51.39,0.00,571.00,0.00,0.00,173.49,405.00,405.00,,4.58,137,Theme Engineering Services Pvt. Ltd.,,"Design (km 274.800 - km 341.600) & (km 0.00 - 59.600)
",Tirupati - Tiruthani - Chennai
360,,TL/AP Border - Vijayawada,Bharatmala Pariyojana,,,,,,"Andhra Pradesh,Telangana",PPP HAM,Under Bidding,National Highway,163 G,,4,50,200,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,"
",TL/AP Border - Vijayawada
361,,TN/KL border - Punaloor,Bharatmala Pariyojana,,,,,,Kerala,PPP HAM,Under Bidding,National Highway,744,Phase 1,,36,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,TN/KL border near Palaruvi - Punaloor
362,,Trichy - Karur,,,TK Toll Road Pvt Ltd,U45203MH2007PTC169208,Reliance Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,67,III A,4,82,328,,,Mar-2007,30,30,Jul-2007,,Jan-2008,Jul-2010,,,Jan-2013,Grant,0.00,148.50,0.00,516.00,0.00,0.00,147.00,439.00,439.00,,6.29,30,Wilbur Smith Associates Pvt Ltd,,Design (km 135.82 - km 218.00),Trichy - Karur
363,,Tumkur Bypass,,,,,KLR Constructions Pvt Ltd,U45200TG1994PLC018575,Karnataka,EPC,Completed,National Highway,,I,4,13,52,,,Dec-2001,,,,,Jun-2009,,,,,,0.00,0.00,0.00,164.06,0.00,0.00,0.00,0.00,0.00,,12.62,,STUP Consultant,,,Tumkur Bypass
364,N/02002/17001/KA,Tumkur - Chitradurga,NHDP ,,IRB Tumkur Chitradurga Tollway Ltd,U45203MH2010PLC204932,IRB Infrastructure Developers Ltd,,Karnataka,PPP BOT - Toll,Provisionally Completed,National Highway,48,V,6,114.45,686.7,,Dec-2008,Jun-2010,26,30,Aug-2010,Feb-2011,Jun-2011,Dec-2013,Oct-2024,Apr-2014,,Negative Grant,0.00,0.00,140.40,839.00,0.00,39.00,311.00,831.00,0.00,-800.00,7.33,,L.N. Malviya infra projects Pvt. Ltd.,,"Design (km 75.000 - km 189.000);
PCOD - July, 2014; PCOD 2 - APRIL 2014;",Tumkur - Chitradurga
365,N/02002/18001/KA,Tumkur - Nelamangala,NHDP,,JAS Toll Road Company Ltd,U45201MH2001PLC132249,Abhijeet Infrastructure Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,4,,4,32.5,130,,,Apr-2000,19,24,Jun-2001,,Jun-2002,Jun-2004,,,Nov-2004,Grant,0.00,24.82,0.00,155.00,0.00,235.00,96.82,0.00,124.90,80.00,4.77,5,"URS Scott Wilson India Pvt. Ltd.,Infra Support Engineering Consultant Pvt. Ltd. in Association with Sri Infotech",SREI International Finance Ltd,Design (km 29.500 - km 62.000); PCOD - NOVEMBER 2004;,Tumkur - Nelamangala (4L)
366,N/08036/04002/KA,Banwara - Bettadahalli,Bharatmala Pariyojana,[Tumkur - Shivamogga] (Package - 3),Ashoka Banwara Bettadahalli Road Pvt Ltd,U45209DL2020PTC362451,Ashoka Buildcon Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,206,Phase - 1,4,48.515,194.06,Dec-2019,,Feb-2020,17,24,Mar-2020,,Mar-2021,Mar-2023,Jan-2025,Oct-2023,Oct-2023,,0.00,280.00,0.00,1035.00,1055.36,0.00,53.00,250.00,73.00,,21.75,,"LN Malviya Infra Projects Pvt. Limited,Intratech Civil Solutions & Consultant",,"Design (km 121.900 - km 170.415);
PCOD - October, 2023.",Tumkur-Shimoga (Pkg-III) from Km 121.900 (Banawara) to Km 170.415(Bettadahalli) of Old NH-206
367,N/05055/01001/TN,Tirunelveli - Tuticorin,NHDP,,,,Transstroy (India) Ltd,U45203AP2001PLC036905,Tamil Nadu,EPC,Completed,National Highway,138,,4,47.25,189,,,Feb-2010,,24,Apr-2010,,Apr-2010,Apr-2012,,,,,0.00,0.00,0.00,182.20,449.85,0.00,0.00,0.00,0.00,,9.52,,,OJSC,"Design (km 0.000 - km 47.250);
PCOD - January 2013;
Completion date is not available;",Tuticorin - Tirunelveli from km. 0.00 to km. 47.250
368,,Trichy - Karaikudi & Trichy Bypass,NHDP,,Transstroy Trichy - Karaikudi Tollways Pvt Ltd,U45203TG2010PTC068897,Transstroy (India) Ltd,,Tamil Nadu,PPP BOT - Annuity,Terminated,National Highway,"210, 67",III,2,110.9,221.8,,,May-2010,15,24,Jul-2010,Jan-2011,May-2011,May-2013,,,May-2013,Annuity,21.35,0.00,0.00,391.00,0.00,374.00,90.45,187.00,187.00,-17.00,3.53,,Euroestudios S.L Spain in association with Theme Engineering Services Pvt Ltd.,,"Design (km 10.000 - km 94.000) & (km 110.016 - km 135.93);
The project has got completed and then got terminated.;",Two laning of balance work and Operation & Maintenance of Trichy – Karaikudi including Trichy Bypass road section of NH-210 from (Km 10.000 to Km 94.000) and Bypass (Km 110.016 to Km 135.930) in the State of Tamil Nadu on DBFOT (Annuity) Basis under NHDP-Phase-III
369,N/04022/04001/TN,Ulundurpet - Padalur,,Package 6 - B,Trichy Tollway Pvt Ltd,U45200TG2006PTC049847,IJM (India) Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,45,II,4,93.89,375.56,Jan-2006,,Feb-2006,20,30,Jun-2006,,Dec-2006,Jun-2009,,,Jun-2009,Grant,0.00,40.00,0.00,460.00,0.00,747.96,166.64,0.00,540.92,287.96,4.90,0,CDM Smith India Pvt Ltd,Shapoorji Pallonji & Co Pvt Ltd,"Design (km 192.25 - km 285.00);
Cost details not taken from NHAI datalake document;",Ulundurpet - Padalur (Package 6 - B)
370,N/02010/06001/KA,Hyderabad - Bengaluru, NHDP,,Athaang Devanahalli Tollway Pvt Ltd,U45203TG2010PTC067113,Navayuga Road Projects Pvt Ltd,,Karnataka,PPP BOT - Toll,Provisionally Completed,National Highway,44,VII,6,22.12,132.72,,,Feb-2010,20,24,,,Apr-2011,Apr-2013,Mar-2025,May-2014,,Grant,0.00,61.20,0.00,680.00,0.00,1068.51,127.00,0.00,660.00,388.51,30.74,," LN Malviya Infra Projects Pvt.,Limited in association with Intratech Civil Solutions & Consultant",,"Design (km 534.720 - km 556.84);
Upgradation on existing Six Lane;","Upgradation and operation of the Hebbal to Devanahalli section on a design, build, finance, operate and transfer toll basis in the state of Karnataka"
371,N/07050/02001/AP,Achhampeta Jn. - Kakinada,Bharatmala Pariyojana,Anchorage Port Connecting Vakalpudi light house,,,R K Infra(India) Pvt Ltd,U45201KA2010PTC054009,Andhra Pradesh,EPC,Under implementation,National Highway,516 F,,4,13.198,52.792,Jan-2021,,Nov-2021,7,24,May-2022,,Jul-2022,Jul-2023,Dec-2024,,,,0.00,0.00,0.00,90.20,148.94,0.00,0.00,0.00,0.00,,11.29,20,TPF Engineering Pvt Ltd,Suryodaya Infra projects (I) Pvt Ltd,Design (km 0.000 - km 13.198);,"Up gradation of Port Connectivity NH Configuration existing 2 lane to 4 lane road from Achhampeta Junction(NH-216) to Kankinada Anchorage Port Connecting Vakalpudi light house (from Ch. 0.000 to Ch. 13.198) under Bharatmala Priyojana on Engineering, Procurement & Construction (EPC) Mode National Highways Authority of India (NHAI)"
372,N/02013/10001/KL,Vadakkancherry - Thrissur,NHDP ,,Thrissur Expressway Ltd,U74900TG2009PLC063297,KMC Constructions Ltd,,Kerala,PPP BOT - Toll,Completed,National Highway,544,II,6,28.355,170.13,Dec-2007,,Feb-2009,17,30,Aug-2009,,Feb-2010,Mar-2015,Mar-2016,,Jun-2024,Grant,0.00,243.99,0.00,249.20,0.00,704.71,0.00,0.00,0.00,455.51,8.79,111,ICT Private Limited,,Design (Km 236.000 - Km 264.490);,Vadakkenchery (Km 236.000) to Thrissur (Km 264.490) of NH - 544 in Kerala
373,,Vazahyoor - Iringaullur,Bharatmala Pariyojana,Greenfield Section (Package - 5),,,,,Kerala,PPP HAM,Under Bidding,National Highway,966,,4/6,8.006,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,"Design (km 113.000 - km 121.006);
",Vazahyoor - Iringaullur Greenfield Section (Package - 5)
374,,Vempally - Polasa,Bharatmala Pariyojana,,,,,,Telangana,PPP HAM,Under Bidding,National Highway,,,4,64.5,258,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Vempally - Polasa
375,,Vijayawada - Gundugolanu,,,Vijayawada Gundugolanu Road Project Pvt Ltd,U74990DL2012PTC232205,Gammon Infrastructure Projects Ltd,,Andhra Pradesh,PPP BOT - Toll,Under implementation,National Highway,5,V,6,103.5,621,Dec-2011,,Feb-2012,30,30,Mar-2012,Apr-2013,Sep-2014,Feb-2017,,,,Negative Grant,0.00,0.00,57.57,1684.00,0.00,0.00,0.00,0.00,0.00,,16.27,97,CDM Smith India Pvt. Ltd. & Wilbur Smith Associates Pvt. Ltd.,,Design (km 1076.48 - km 1022.48);,Vijayawada - Gundugolanu
376,,Vishakhapatnam Port Road,Bharatmala Pariyojana,,Sadbhav Vizag Port Road Pvt Ltd,U45309GJ2018PTC101832,Sadbhav Engineering Ltd,,Andhra Pradesh,PPP HAM,Terminated,National Highway,516 C,,4,12.7,50.8,Jun-2018,,Sep-2018,16.5,,Sep-2018,,,,,,,,0.00,0.00,0.00,549.00,0.00,0.00,34.20,0.00,79.80,,43.23,,,,"In July 2019, the project got terminated;",Vishakhapatnam Port Road
